-4.867536947131156921e-02,3.810311481356620789e-02,9.846742153167724609e-01,1.630815714597702026e-01
-1.181681379675865173e-01,1.329171955585479736e-01,9.840562343597412109e-01,-1.631233491934835911e-03
-3.664727509021759033e-02,5.257249251008033752e-02,9.948432445526123047e-01,7.861302047967910767e-02
-2.726914547383785248e-02,8.469711244106292725e-02,9.808687567710876465e-01,1.731450408697128296e-01
-1.880264729261398315e-01,4.894662648439407349e-02,9.798136949539184570e-01,4.706741869449615479e-02
4.988763108849525452e-02,6.851051747798919678e-02,9.963351488113403320e-01,-1.157214120030403137e-02
-1.840114742517471313e-01,8.960972726345062256e-02,9.618218541145324707e-01,1.816825419664382935e-01
-2.127999216318130493e-01,2.117871940135955811e-01,9.431052207946777344e-01,1.428808569908142090e-01
-2.465670928359031677e-02,9.140506386756896973e-02,9.872108697891235352e-01,1.282642930746078491e-01
-1.549140363931655884e-01,1.814062893390655518e-01,9.645327329635620117e-01,1.130039542913436890e-01
-1.857825219631195068e-01,1.195469573140144348e-01,9.659292101860046387e-01,1.348115652799606323e-01
-9.958568960428237915e-02,1.181312426924705505e-01,9.788730740547180176e-01,1.339222937822341919e-01
-1.972672045230865479e-01,1.330803036689758301e-01,9.582216143608093262e-01,1.587028950452804565e-01
-2.199704498052597046e-01,1.254639178514480591e-01,9.532292485237121582e-01,1.650025397539138794e-01
-4.821812734007835388e-03,1.550026834011077881e-01,9.835114479064941406e-01,9.303838759660720825e-02
-4.244035854935646057e-02,5.735555291175842285e-02,9.964191913604736328e-01,4.536432772874832153e-02
-6.326715648174285889e-02,9.150707721710205078e-02,9.937584400177001953e-01,8.238356560468673706e-03
-5.959716439247131348e-02,3.396462649106979370e-02,9.973491430282592773e-01,2.427398040890693665e-02
1.031444990076124668e-03,9.925609081983566284e-02,9.950518608093261719e-01,4.353911150246858597e-03
-1.281873285770416260e-01,1.053849514573812485e-02,9.916921854019165039e-01,-1.918681315146386623e-03
-2.331543527543544769e-02,3.966988623142242432e-02,9.985065460205078125e-01,-2.945036813616752625e-02
-8.349416404962539673e-02,3.184087201952934265e-02,9.959151148796081543e-01,1.296291407197713852e-02
-1.521169692277908325e-01,9.271133691072463989e-02,9.756320118904113770e-01,1.280906349420547485e-01
-6.301865726709365845e-02,9.901531971991062164e-03,9.932637214660644531e-01,9.673583507537841797e-02
-9.654068946838378906e-02,1.167936399579048157e-01,9.884529709815979004e-01,1.102111855288967490e-04
-1.001866906881332397e-01,3.642471134662628174e-02,9.843251705169677734e-01,1.404984742403030396e-01
-1.177562475204467773e-01,2.814951166510581970e-02,9.912455677986145020e-01,5.266035348176956177e-02
-1.002075746655464172e-01,1.085502281785011292e-01,9.890020489692687988e-01,7.093405816704034805e-03
-1.514831781387329102e-01,3.449438139796257019e-02,9.848251938819885254e-01,7.734544575214385986e-02
-1.270704716444015503e-02,2.750971540808677673e-02,9.985297918319702148e-01,4.494485259056091309e-02
-1.296779066324234009e-01,8.401504904031753540e-02,9.756148457527160645e-01,1.558868587017059326e-01
-1.759130060672760010e-01,1.853091269731521606e-01,9.560256600379943848e-01,1.439791917800903320e-01
-4.174771904945373535e-02,1.069714967161417007e-02,9.923809170722961426e-01,1.154239401221275330e-01
-1.443076133728027344e-01,2.293575853109359741e-01,9.465252161026000977e-01,1.751008033752441406e-01
-1.119175180792808533e-01,1.177263855934143066e-01,9.757393598556518555e-01,1.467912644147872925e-01
-8.824454993009567261e-02,3.302247077226638794e-02,9.935350418090820312e-01,6.332857906818389893e-02
-1.547184139490127563e-01,1.489035040140151978e-01,9.700340628623962402e-01,1.136836558580398560e-01
-5.607350170612335205e-02,1.136740297079086304e-01,9.870794415473937988e-01,9.802130609750747681e-02
-9.386196732521057129e-02,8.230787701904773712e-03,9.907398819923400879e-01,9.775844961404800415e-02
1.889968477189540863e-02,2.631263621151447296e-02,9.991376996040344238e-01,-2.596740797162055969e-02
-1.060739755630493164e-01,8.024581521749496460e-02,9.870485067367553711e-01,8.968905359506607056e-02
-1.544458568096160889e-01,7.886522263288497925e-02,9.727037549018859863e-01,1.541885882616043091e-01
-5.567249376326799393e-03,1.110733896493911743e-01,9.930637478828430176e-01,-3.816053643822669983e-02
-1.127204000949859619e-01,1.637761853635311127e-02,9.878397583961486816e-01,1.058231890201568604e-01
-1.824643313884735107e-01,1.027815118432044983e-01,9.721065163612365723e-01,1.056012585759162903e-01
2.395154535770416260e-02,9.567014127969741821e-02,9.949277043342590332e-01,-1.980838738381862640e-02
-6.628915667533874512e-02,2.160620689392089844e-02,9.975361227989196777e-01,7.789299357682466507e-03
